Chromosome	Start	Stop	Strand	Gene Symbol	CO09_D1	CO05_D1	CO25_D1X	CO35_D1	CO40_D1	CO13_D1B	CO19_D1	CO37_D1	CO01_D1	CO11_D1	CO17_D1	CO22_D1	CO30_D1B	CO10_D1
11	65029433	65066157	+	POLA2	2.97607	1.96877	1.71507	2.26466	1.85743	1.86666	2.37542	2.47625	1.94358	1.47967	1.73217	1.83997	2.36078	1.54202
8	42196012	42229327	+	POLB	3.87232	7.06993	1.98123	3.43349	9.72219	1.79965	1.93229	5.67472	3.0431	4.38699	3.16852	4.95301	4.77415	0.733972
19	50887580	50921276	+	POLD1	0.933699	1.63701	1.55589	1.98527	2.04964	0.963033	1.05985	1.41385	1.18022	2.18446	1.78276	1.47727	1.7176	0.570736
7	44154279	44163170	-	POLD2	0.582885	1.02097	1.51183	0.957631	1.33491	0.828155	0.95624	0.694963	1.05574	1.12126	1.11412	0.877472	1.16373	1.90355
11	74303627	74354121	+	POLD3	11.2011	6.76304	5.56257	12.0969	5.08895	8.15997	11.8557	10.0154	9.75009	7.0717	6.88732	7.38556	11.641	11.1614
11	67118236	67121068	-	POLD4	6.58764	3.77218	4.03243	6.02189	4.42886	5.47148	4.75602	3.59032	4.79832	4.36408	5.11256	5.83703	5.2186	2.1964
17	26673654	26684613	-	POLDIP2	6.06173	5.4168	6.01311	15.468	7.70289	8.06951	9.89924	6.1709	9.67955	7.78461	8.6507	6.75533	10.5973	11.2091
22	42979727	43010969	-	POLDIP3	22.2743	18.8303	15.4107	21.123	19.871	17.2733	25.6936	23.4781	18.139	19.8683	17.7224	14.2425	25.6278	22.5137
12	133200348	133263929	-	POLE	6.08673	8.52284	4.52852	6.61428	5.22208	4.12758	5.371	5.50892	4.64604	4.89196	3.35593	6.86505	4.33086	4.32224
14	50110270	50155099	-	POLE2	4.72985	5.49879	9.50499	30.3355	16.478	7.37225	11.5719	6.5828	10.2491	10.009	17.9324	9.35643	13.643	10.6149
9	116169519	116173030	-	POLE3	5.22843	5.30334	6.76369	9.31821	6.28171	6.14853	9.41449	5.49508	6.05842	5.42477	6.44769	5.39841	6.87255	11.9343
2	75185770	75197256	+	POLE4	2.15614	1.41152	0.433171	2.1657	1.15618	0.819263	1.68881	1.13391	1.13522	0.724971	0.445113	0.759999	2.98678	0.445399
15	89859536	89878056	-	POLG	11.9243	6.48767	6.40095	7.46703	7.00482	6.82347	8.11767	6.44579	9.00474	7.92198	6.40348	4.85859	10.4379	7.20369
17	62473902	62493173	-	POLG2	1.89703	1.1211	0.708429	2.2032	1.14516	1.11534	2.80276	0.726943	0.84399	0.697144	0.621166	0.984349	1.90353	0.969866
6	43543922	43588261	+	POLH	3.04351	2.88805	3.68073	3.45811	1.87935	4.16293	3.78043	2.97905	2.94352	2.41951	2.61582	3.14616	2.03328	4.63671
18	51795849	51847637	+	POLI	7.84286	8.73747	6.14671	19.3455	8.88389	6.67632	15.2301	8.65786	8.76199	7.20541	6.43645	6.9625	19.0728	10.6477
5	74807575	74901645	+	POLK	22.7741	21.8554	18.4545	29.6692	18.0598	20.2079	22.7013	27.3221	25.7936	22.2553	19.8107	19.2477	23.4227	25.9419
10	103338639	103348028	-	POLL	3.26549	3.64355	5.45915	36.501	6.62159	9.71038	6.88166	4.02996	16.0977	4.1508	9.42926	11.4417	12.7549	8.74934
7	44111661	44122140	-	POLM	4.89396	1.82049	1.31739	1.73205	2.22593	2.34765	3.82682	1.48694	1.90595	2.19598	1.8131	2.06718	3.55961	2.02823
4	2073645	2243849	-	POLN	1.16599	0.698755	1.34086	2.28595	1.49207	0.566096	1.26095	0.983307	0.961982	1.23113	1.64156	0.58182	0.874879	1.22763
3	121150279	121264836	-	POLQ	1.36666	3.68762	5.31881	7.90154	6.40508	2.06906	2.21364	3.38348	3.61769	3.63939	6.10704	5.73736	2.54673	3.18945
2	86247339	86333010	-	POLR1A	9.65737	5.28778	8.18758	4.88387	4.75562	7.0168	7.20302	5.81337	5.96449	6.64136	6.45827	4.53342	4.40152	8.30529
2	113299613	113337396	+	POLR1B	5.29128	4.65692	6.53386	8.96648	4.97247	6.95012	9.52836	4.77492	6.08066	5.52895	5.37774	3.65929	7.90036	9.80846
6	43484762	43530145	+	POLR1C	0.652632	0.553282	0.820971	1.91387	0.451583	1.03068	1.96592	0.803678	0.727415	0.735704	0.60592	0.296862	1.74615	1.08788
13	28194880	28241549	+	POLR1D	10.5036	11.6858	10.1963	66.0445	23.0238	21.9545	17.9215	11.6236	44.058	17.8059	24.227	27.7569	26.4554	43.4795
9	37485932	37503695	+	POLR1E	0.688824	0.993744	1.43854	2.85226	1.42522	1.7086	1.19723	0.75712	1.49364	1.42705	1.192	0.689394	1.60862	0.791897
17	7387685	7417932	+	POLR2A	111.359	57.1582	50.6323	44.6008	69.2424	88.2324	77.8692	69.4588	80.1483	107.373	86.5523	65.8372	80.6426	87.0741
4	57844806	57897329	+	POLR2B	29.3003	20.2137	19.8347	63.1854	23.732	22.5647	58.8544	25.4301	31.3807	27.0814	24.2736	16.4502	81.5293	43.0402
16	57496591	57505922	+	POLR2C	4.38044	4.65525	4.15646	14.1078	5.78499	5.08281	12.7238	5.08056	6.97	6.44447	5.98207	5.19829	26.4074	8.92922
2	128601127	128615730	-	POLR2D	4.73656	4.56375	5.9812	6.5561	6.13254	4.92154	5.76533	4.07355	6.29558	4.93951	4.95119	3.28848	5.86231	8.85875
19	1086573	1095392	-	POLR2E	5.6959	4.84166	3.93124	4.3654	5.27864	3.04829	3.84133	2.61358	4.10088	2.96103	2.98358	4.93857	4.07988	3.18497
22	38349670	38437923	+	POLR2F	1.42943	1.04778	0.857251	2.05799	1.28777	1.0986	1.49082	1.04585	0.930121	1.22777	0.914998	0.634888	2.51466	0.278602
11	62529052	62534183	+	POLR2G	3.93654	4.72003	2.71634	6.23774	4.59985	2.67563	6.63561	2.53112	2.1191	2.54995	1.98302	3.3236	4.96628	2.2724
3	184079498	184086384	+	POLR2H	0.987187	1.41056	1.24037	2.39547	2.06435	0.73904	2.2858	1.16747	0.847873	0.923691	1.103	1.09347	2.013	1.48635
19	36604611	36605778	-	POLR2I	0.31493	0.210688	0.208472	0.608554	0.191389	0.117498	0.134996	0.178662	0.530503	0.185043	0.150395	0.135492	0.203171	0.299999
7	102113541	102119370	-	POLR2J	2.69834	1.586	1.83064	5.12538	2.65863	2.89739	1.62003	1.74433	3.60671	3.01134	2.84751	1.69538	2.74887	0.749208
7	102277195	102312183	-	POLR2J2	4.08535	1.98374	1.13558	1.68942	4.01127	3.17262	0.743665	1.47677	0.770623	1.69061	2.01078	2.79428	1.89859	0.00598041
7	102178366	102213069	-	POLR2J3	5.11389	2.06661	1.88142	6.40635	1.81722	1.33163	4.81355	1.53543	3.14637	2.37186	1.93476	2.56745	6.67625	3.06485
7	43980494	44058794	-	POLR2J4	1.50788	0.597249	0.690407	0.569487	0.75765	1.32399	0.838176	0.949142	1.01476	0.895544	1.37725	1.38015	0.725758	0.808563
8	101162864	101166232	+	POLR2K	2.4815	3.91895	3.62056	8.79499	3.15998	2.6983	5.68378	3.63414	3.1377	3.34371	2.59166	2.36471	7.30542	3.12202
11	839721	842530	-	POLR2L	0.617451	0.551021	0.994346	0.618198	0.795076	0.679393	0.498721	0.395865	0.560435	0.498257	0.70493	0.603031	0.56082	0.283977
15	57998719	58009756	+	POLR2M	7.37476	7.59923	8.9662	16.5277	6.49982	8.83639	15.8325	9.07275	7.33187	5.35097	5.8758	4.70879	16.4817	8.17844
10	79734907	79789274	-	POLR3A	8.25256	5.74476	5.75753	5.74902	4.39627	6.71803	7.58982	6.30328	5.89199	6.12176	5.26232	5.14469	6.22449	6.74072
12	106751526	106903977	+	POLR3B	2.66902	2.46902	3.84922	2.818	2.00712	2.30867	2.55452	2.82101	3.49308	2.57289	3.00681	2.67797	3.96849	3.45154
1	145590667	145610914	-	POLR3C	7.0442	5.38585	6.78338	17.8145	9.46507	9.23403	8.56178	7.08752	11.8379	5.83936	9.86391	7.74158	9.97205	8.94985
8	22102646	22112115	+	POLR3D	2.58694	2.0766	2.39247	1.52608	2.08376	1.97845	1.47015	1.62659	2.59483	1.90727	1.76626	1.66585	1.88789	1.92757
16	22308696	22346425	+	POLR3E	2.47502	2.18088	2.38377	4.62499	2.46301	3.6851	3.32313	1.78722	3.55431	1.64894	1.93696	2.11969	2.34065	4.85603
20	18448034	18465291	+	POLR3F	1.96529	1.5156	1.37094	3.90388	1.43347	1.31657	3.31184	1.60993	1.65787	1.62898	1.37633	1.21938	2.95798	2.36423
5	89769746	89810373	+	POLR3G	1.06468	0.548012	1.16242	0.644117	0.949905	0.926575	0.068416	0.417256	0.304364	0.379101	0.806429	0.743344	0.400775	0.000245706
1	145456236	145470409	-	POLR3GL	2.67687	2.6891	1.99186	2.62321	2.80377	2.28774	3.61845	2.59825	1.76257	1.65524	2.10302	3.16652	2.19549	2.91257
22	41921806	41940611	-	POLR3H	1.87425	1.3093	2.15012	1.47994	2.03119	2.32346	2.01158	1.03122	1.90086	1.40532	1.6904	1.15142	2.55575	1.73578
16	96407	103609	-	POLR3K	0.884649	1.13758	0.964198	2.6578	1.07854	1.81264	2.39694	1.28503	0.93408	1.54042	1.14987	0.950633	1.86968	0.941306
19	617221	633538	-	POLRMT	1.13505	1.05089	1.16363	0.959679	1.04596	1.66684	1.32539	0.653901	0.973608	0.907423	0.627842	0.489625	1.76174	0.591342
7	72349928	72421999	+	POM121	19.4859	9.09669	12.8642	10.9795	10.7662	14.2656	11.474	10.3702	15.8695	12.8505	15.0449	11.8723	11.1157	13.1875
7	75046065	75115577	-	POM121C	21.0617	13.0076	12.5674	6.35842	13.3735	18.112	11.0348	11.9537	16.2687	18.3209	13.6844	11.4847	10.2385	17.3882
2	25383722	25391721	-	POMC	0.000312712	0.000623956	0.0342818	1.49024	1.60268e-05	0.524288	0.0604719	0.0238017	0.0167145	0.0494388	0.102113	0.0501189	0.425109	0.000312712
1	46654353	46685978	-	POMGNT1	1.41217	1.22655	1.39699	2.06826	0.700994	0.899269	2.15734	1.37236	1.22135	1.15839	1.04075	1.1826	2.41058	1.77991
3	43120726	43147572	-	POMGNT2	0.602624	0.728088	1.08141	4.15001	0.687333	0.34967	1.06711	0.647656	1.15037	0.254124	0.464876	0.544821	0.821961	2.3228
8	42948649	42978578	+	POMK	5.18168	3.25335	2.27843	6.25431	3.60187	2.49259	8.4842	3.29659	2.69919	3.34063	2.33139	1.75312	7.57696	4.10031
13	29233267	29253097	+	POMP	8.48322	11.352	8.62694	12.4745	10.8405	8.90668	11.7197	12.9484	8.7442	9.11945	8.97814	9.49645	12.1328	9.29664
9	134378289	134399194	+	POMT1	1.41667	0.695938	0.928813	1.35775	0.658984	0.782815	0.876744	0.929622	1.30301	0.560813	0.778371	0.676809	1.49767	0.618568
14	77741299	77787226	-	POMT2	2.12102	0.335637	0.346306	0.503959	0.4825	0.566143	1.64439	0.394475	0.503274	0.407855	0.413618	0.26711	0.766259	1.34364
7	76239303	76256621	-	POMZP3	1.9021	0.842581	0.665033	1.1693	0.899607	0.702411	0.386622	0.477949	2.07604	2.40608	0.950865	0.8351	0.590071	0.626112
7	95034174	95064385	-	PON2	1.83651	6.29667	1.03913	2.59341	1.47322	0.532821	2.14683	2.49048	1.00855	0.780464	0.315534	1.86991	2.01787	1.34709
8	99129521	99172070	+	POP1	1.49598	0.830612	1.31908	0.843028	0.66495	0.975234	0.857122	1.08054	1.45677	1.29192	1.35729	1.10215	0.936121	1.51311
19	30097190	30108143	+	POP4	2.75209	2.7601	2.73794	4.28458	2.13665	3.25072	3.54256	2.61961	3.21916	3.03002	2.6091	2.9971	4.39027	2.60982
12	121016567	121019206	-	POP5	0.468926	0.385936	0.88445	0.997	0.505942	0.347649	0.553149	0.450255	0.699072	0.471048	0.681744	0.374148	0.823379	0.694817
7	100303744	100305110	+	POP7	0.813879	0.681725	0.616866	3.39298	1.00569	1.43796	1.4143	0.686767	1.22205	0.642745	0.81066	0.829124	2.0044	0.493404
3	119360899	119379438	-	POPDC2	0.0795027	0.14895	0.196567	0.0284233	0.187402	0.0461292	0.00108993	0.288013	1.70688	0.239878	0.283308	0.143733	0.0398922	0.0358992
7	75544473	75616174	+	POR	12.1328	5.85113	8.55237	10.9163	6.45927	14.6299	19.5611	8.19841	11.4474	12.8932	13.4427	9.39625	25.4324	15.2261
X	48367380	48379203	+	PORCN	0.364949	0.159549	0.326262	0.385315	0.0972409	0.190608	0.457246	0.14158	0.240989	0.14935	0.199176	0.268354	0.411962	0.365025
7	124462440	124570038	-	POT1	5.19457	5.24516	4.85773	11.9015	5.02019	4.77333	9.16427	8.10247	6.16814	6.34481	6.36219	5.13125	11.0478	7.36853
7	124569927	124785288	+	POT1-AS1	3.52727	0.124832	0.275238	0.439494	0.121174	0.000368662	0.222185	0.0784674	0.0943649	0.0564712	0.09594	0.106213	0.501169	0.222233
2	131975883	132022846	+	POTEE	0.0831907	0.114605	0.0863289	0.0381782	0.676904	0.426915	0.17152	0.332572	0.136609	0.481888	0.414736	0.0525928	0.74155	0.0835829
2	130831108	130886796	-	POTEF	0.361075	0.713169	0.419331	0.42355	0.559779	0.325462	1.00973	0.297133	0.163355	0.461854	0.27418	0.524859	0.50788	0.437095
2	131369013	131415611	+	POTEJ	39.0484	38.6406	31.4943	30.8793	49.8863	36.4259	49.7066	27.3413	34.2392	41.9756	36.4694	41.3429	40.1924	67.6894
11	111222981	111250001	-	POU2AF1	3.19883	3.38208	14.2016	0.459439	5.1006	15.6544	4.39142	4.9709	2.197	6.88937	18.2102	11.9997	1.07276	11.7147
1	167190122	167396583	+	POU2F1	23.9009	16.8127	24.4823	50.3053	18.9715	30.5158	38.4563	27.0413	35.4292	25.8539	36.6061	28.9382	41.8012	44.6766
19	42590275	42636626	-	POU2F2	18.0228	2.56166	9.47123	2.63723	1.15347	12.0475	3.46378	3.75917	7.54691	3.93488	5.33229	4.26728	1.94615	3.13513
6	31132114	31138460	-	POU5F1	0.184976	0.00591322	0.173418	0.00534551	0.000194448	0.0441788	0.000447528	0.128225	1.91282	0.230822	0.0220474	0.000194448	0.0243056	0.0201935
10	69769704	69770641	-	POU5F1P5	3.9892	0.687266	0.965615	0.316027	0.781122	2.49963	2.10966	0.785414	1.01513	0.740237	1.1293	1.21016	0.960801	2.21675
5	93068926	93077307	-	POU5F2	8.89657	7.32582	13.3388	9.82054	7.11929	20.0388	10.1294	12.4207	14.376	9.07773	17.4377	17.2261	8.93527	16.3573
12	51580719	51611847	-	POU6F1	0.320572	0.442446	0.501458	0.287099	0.614641	0.46494	0.13262	0.475172	1.70029	0.810659	0.582765	0.28434	0.56862	0.992323
5	470625	473081	-	PP7080	0.948976	0.140308	0.618626	1.03613	0.576739	1.66568	0.320262	0.47065	0.171533	0.565986	0.433141	0.00958011	1.56803	0.000275435
10	71962591	71993186	-	PPA1	6.86293	6.23764	7.72109	8.83036	7.45022	5.19245	10.7306	7.74063	5.07748	6.0396	8.12154	6.79225	7.67439	9.07355
4	106290234	106395228	-	PPA2	3.45082	3.83205	4.00332	17.1936	6.34926	3.59844	8.87738	4.44175	4.10916	4.23791	5.39732	4.06607	10.3877	3.62386
19	10216899	10222689	+	PPAN	3.7068	0.811757	0.983517	1.97233	1.12815	1.89164	0.586359	0.238287	0.276201	1.28911	0.449332	0.235744	2.91907	0.000261464
19	10217038	10226049	+	PPAN-P2RY11	0.0527615	0.240162	0.726426	0.031013	0.379594	0.0576797	0.00087595	0.228638	4.46716	0.481228	0.693707	0.373413	0.102626	0.0988869
22	46546429	46639654	+	PPARA	4.37882	4.00537	4.50407	6.04052	3.00189	3.60956	5.07008	4.65018	5.43403	3.53606	4.0857	4.87286	4.11549	10.14
6	35310335	35395969	+	PPARD	6.29437	1.04227	1.42558	0.667237	1.65541	2.80041	1.67385	1.58727	2.65651	1.72674	2.51472	1.71949	1.69359	2.09319
3	12328984	12475843	+	PPARG	1.58094	0.36206	1.50084	4.98184	0.149864	3.50031	4.8879	0.916373	2.64645	0.533578	1.32797	1.45753	3.54492	6.15811
4	23793644	24474529	-	PPARGC1A	0.0691767	0.0002209	0.0242421	1.06331	4.52693e-05	0.000127511	0.148303	0.0597654	0.0273535	4.52693e-05	0.0361512	0.0606971	0.207985	0.537289
5	149109873	149234586	+	PPARGC1B	8.26492	5.27597	3.50752	3.20714	2.76996	3.8689	5.15167	5.0875	4.0437	3.81604	3.12234	5.83937	2.63688	7.32459
4	57259528	57301782	-	PPAT	1.36824	1.57443	2.14657	2.14431	1.57421	1.74637	1.39651	1.3449	2.01904	1.58287	1.87812	2.09016	1.28713	2.02424
4	74852156	74853908	-	PPBP	1566.7	1147.93	312.827	1312.2	538.367	93.7598	985.011	223.22	278.439	165.421	95.2163	635.13	887.453	230.292
15	75315931	75343068	+	PPCDC	16.0265	6.40358	7.19285	8.20198	6.95528	7.72021	8.14003	11.8285	8.62937	11.7141	15.2751	13.6509	11.0707	3.68088
1	42922012	42939050	+	PPCS	6.03492	7.13879	6.86203	13.4039	8.67659	7.41081	11.3801	8.85831	7.0024	7.71758	8.55994	7.17141	12.2452	7.72229
20	62152094	62153560	+	PPDPF	4.34227	4.40292	4.73536	0.666129	3.14458	1.39226	0.557498	2.50877	4.28537	2.36968	2.55592	4.79903	1.18966	1.84144
X	18709045	18846035	+	PPEF1	0.30978	1.44952	0.141331	0.580241	0.740642	0.173953	0.114002	0.604659	0.911262	0.963779	0.180671	0.575371	0.556463	0.19992
11	70116796	70231419	+	PPFIA1	28.8964	16.6125	11.9463	21.6999	16.3529	18.291	24.3508	18.4198	24.4925	23.189	18.6405	20.2224	27.8634	27.1828
1	202995619	203047865	+	PPFIA4	1.20894	0.626221	0.102282	1.02118	0.545561	0.0563671	0.117645	0.227057	0.14287	0.244958	0.0568178	0.0769423	1.96503	0.000267843
12	27677139	27848498	+	PPFIBP1	1.0624	2.21598	0.884703	0.86605	1.2429	1.88524	1.24979	0.798878	0.532549	1.61597	0.485603	0.846195	0.79957	0.260576
11	7534996	7678395	+	PPFIBP2	2.92026	6.67344	4.01889	1.83192	4.79543	3.55583	3.84844	9.45497	2.90812	6.36901	4.94045	5.37805	4.63954	4.74786
12	42719947	42842424	+	PPHLN1	12.7049	13.2759	12.5768	17.9484	15.7182	9.3436	15.2525	12.2412	12.0861	10.6338	11.2672	10.6345	20.981	10.3212
7	44836280	44842717	+	PPIA	37.3337	30.0601	36.6801	55.6491	27.8637	21.875	53.8805	25.209	24.3099	29.0274	29.2746	30.7163	44.6837	30.5759
1	144363587	149553663	-	PPIAL4A	0.691973	0.166763	0.244073	0.909924	0.114525	0.147479	0.172748	0.037046	0.0597895	0.169394	0.0550714	0.0460792	0.397958	0.000293381
1	143767144	143767882	-	PPIAL4G	0.0246329	0.217739	0.230143	0.0336032	0.126531	0.0223689	0.0171563	0.120632	0.140243	0.086783	0.0817934	0.13885	0.104985	0.146081
1	143765473	147955537	-	PPIAL4H	2.07458	1.04809	1.59277	2.01642	0.889535	7.4988	0.24649	0.684491	0.439781	1.05023	0.941374	0.949361	0.306772	0.000402042
15	64448014	64455355	-	PPIB	16.7487	16.4498	31.4072	22.7045	20.8126	14.1266	21.7208	19.9421	15.4892	20.734	31.3722	22.3847	23.5841	16.3875
4	159630279	159644549	-	PPID	3.91251	6.81983	5.151	7.95892	8.63896	5.32493	5.69576	6.33705	6.06087	7.56566	6.15983	5.36129	9.20957	4.58516
1	40204517	40229587	+	PPIE	2.31449	2.15523	2.28414	3.87778	2.4077	2.24754	2.56352	1.67058	1.95064	1.83255	1.67553	1.47186	2.02596	1.36823
1	39987952	40025371	-	PPIEL	0.615225	0.501968	0.21035	0.499692	0.0880816	0.219738	0.320539	0.214918	0.424652	0.552856	0.100598	0.260284	0.320601	0.31563
10	81107225	81115090	+	PPIF	13.1996	18.5065	10.8141	13.8414	15.654	13.6731	11.2462	14.0575	14.6487	23.1081	11.5894	12.2511	18.8919	7.38134
2	170440861	170497916	+	PPIG	20.0539	13.0365	18.9875	21.279	11.5838	16.4703	21.3722	19.2949	19.5947	12.7578	18.0634	15.7167	25.1989	20.2644
1	43124094	43142430	+	PPIH	0.447512	0.683938	0.840256	0.715854	0.696586	0.786714	0.866812	1.01436	0.602039	0.648542	0.785535	0.549464	0.95924	0.813768
6	36822606	36842580	-	PPIL1	1.20918	1.5342	1.28178	1.57235	1.58976	1.32053	1.70563	0.863859	1.44767	1.39174	0.95498	1.06059	1.98051	1.92674
22	22020273	22054305	+	PPIL2	7.58938	4.07336	5.19921	4.02118	4.3418	6.87793	6.46656	4.82424	5.83064	4.83675	5.0421	3.62928	6.89278	6.03339
2	201735630	201753801	-	PPIL3	1.3396	1.45786	2.71083	5.81693	1.39835	1.50425	4.39519	2.01205	1.63456	2.42356	2.45655	1.31308	4.72615	2.4972
6	149825631	149867180	-	PPIL4	6.88711	7.45355	5.92986	13.7499	11.4044	5.93133	6.8781	8.37517	10.7473	9.3324	9.45266	7.88293	10.4541	8.00086
6	109711418	109762375	-	PPIL6	0.148873	0.0237235	0.154668	0.196413	0.000432833	0.129585	0.255025	0.143183	0.00849393	0.103106	0.0075389	0.000432833	0.279912	0.000205904
15	43825660	43882452	-	PPIP5K1	3.58802	2.72277	1.91936	4.68001	1.58142	2.18064	3.73364	2.04232	2.61243	2.06056	1.42475	2.32038	2.54197	3.19218
15	43922760	43982230	-	PPIP5K1P1-CATSPER2	0.0132613	0.195965	0.164948	0.498759	3.15737	0.424814	0.000851167	0.000520112	0.512342	4.404	0.0731167	0.0206001	0.00268483	0.000526435
5	102456005	102548501	+	PPIP5K2	35.9627	38.1104	30.6543	68.4588	26.1633	24.6214	65.7571	41.719	45.6136	26.6034	26.4488	36.2383	81.0778	100.253
14	60712468	60765806	+	PPM1A	99.8231	82.9237	109.82	600.153	187.636	142.696	171.04	98.6335	327.525	114.636	236.792	231.883	245.315	354.184
2	44395942	44461786	+	PPM1B	31.6914	36.1086	29.0802	57.1358	38.4374	28.5255	51.8405	43.2006	37.8715	37.5022	39.061	41.256	69.0736	47.8695
17	58677554	58743641	+	PPM1D	13.6123	11.2749	9.86745	28.0859	15.3594	16.0762	27.2061	17.2551	16.5382	16.7414	17.2046	11.9701	38.1878	18.2961
22	22273798	22307221	-	PPM1F	79.8521	12.1439	15.8202	38.4323	21.3227	19.9253	40.8143	19.0645	40.8393	18.5217	26.9896	16.3276	49.6872	37.3331
2	27604066	27632459	-	PPM1G	7.79591	7.47493	8.0306	5.77548	8.01056	6.41305	4.98181	6.03026	7.84364	9.60982	7.51101	6.33581	5.34251	6.18726
12	63037774	63328931	-	PPM1H	1.68001	2.02334	1.59333	4.56369	1.47795	1.90065	4.08879	2.05922	2.42164	1.60534	1.77685	3.14822	5.18358	4.08411
4	89178772	89205714	-	PPM1K	9.62236	14.5026	15.9234	6.34973	7.42113	21.78	10.6064	22.4169	7.44862	9.82113	13.3783	20.1546	6.62959	6.28827
4	89206082	89262810	+	PPM1K-DT	0.0001	0.047494	0.111835	0.0001	0.000624188	0.0001	0.0001	0.206484	0.0001	0.296755	0.00783357	0.000624188	0.0001	0.0001
3	160474019	160796696	+	PPM1L	27.1913	18.8315	19.9182	27.3592	16.1259	6.99101	25.0564	11.0972	13.7633	8.38011	10.729	19.4257	16.1678	26.2652
3	52279775	52284616	+	PPM1M	32.8175	10.3065	13.9606	34.0743	16.1556	15.1492	41.7118	14.4715	19.0823	20.7032	24.0987	14.3877	33.6713	31.3362
19	46001731	46005765	+	PPM1N	0.663538	0.0724797	0.019748	0.202188	0.0749972	1.33243	0.416051	0.127339	0.0246746	0.209275	0.103391	0.123171	0.422586	0.000141355
11	73882334	73965749	+	PPME1	3.47848	2.51455	2.84305	8.06969	3.30671	3.0272	1.953	2.89448	7.2077	2.29006	3.66981	4.15107	2.72007	3.21647
1	161136216	161141011	+	PPOX	0.558928	0.797965	0.678675	3.31902	1.02314	0.629463	0.715051	0.482085	0.725799	0.420303	0.56939	0.98901	0.865958	0.191889
11	67165654	67169330	-	PPP1CA	16.4214	10.0395	13.0565	23.4375	13.5851	16.0006	25.8986	10.9225	14.807	12.2166	14.2281	10.3035	26.6475	17.5486
2	28974614	29025807	+	PPP1CB	109.479	134.126	142.743	1031.39	188.737	214.891	327.646	161.965	418.645	158.784	215.751	205.601	656.663	437.332
12	111157485	111180697	-	PPP1CC	27.603	28.5377	35.1875	121.348	31.1498	43.7439	82.0861	40.7449	41.2587	32.5241	38.2833	27.1613	79.2353	57.4963
6	30568177	30585085	-	PPP1R10	45.3425	24.3426	21.0897	44.0929	38.544	28.9569	43.0439	27.6303	38.172	41.4452	38.9424	29.7226	59.1822	31.9393
6	30034975	30038109	+	PPP1R11	16.8098	17.9758	12.167	12.6037	17.1913	15.8845	16.6606	17.0657	15.2178	20.407	14.4493	14.926	19.4114	15.6681
12	80167343	80329236	-	PPP1R12A	110.59	72.3664	89.7172	144.713	84.5679	82.2466	146.901	96.9161	111.594	106.479	130.154	109.963	186.253	140.353
12	80329061	80335176	+	PPP1R12A-AS1	0.0161925	0.361255	0.139551	0.0426676	0.265993	0.0937297	0.000223567	0.258235	0.388992	0.255389	0.182977	0.458886	0.0243494	4.47294e-05
1	202317827	202561831	+	PPP1R12B	36.6224	29.6068	25.6604	27.1948	32.649	23.7027	22.3259	24.4345	62.773	45.6612	33.792	33.871	82.3127	37.8405
19	55602286	55629006	-	PPP1R12C	21.5833	5.13831	4.28473	5.5942	5.45323	5.50219	10.2471	5.35314	6.28901	5.86035	5.66972	6.2495	7.36431	6.81443
14	104199533	104313913	-	PPP1R13B	0.950898	0.692852	0.978935	0.4071	1.06659	1.1928	1.57852	0.733483	0.3421	0.78616	0.839452	0.42849	1.08308	0.4285
19	38741877	38747015	-	PPP1R14A	1.99306	0.973502	0.413177	1.40007	1.3129	0.690118	1.50956	0.280451	0.175879	0.684534	0.378994	0.793967	0.70163	0.0268818
11	64011951	64014416	-	PPP1R14B	0.687954	0.428381	0.486153	0.375732	0.384359	0.39916	0.287804	0.406065	0.370672	0.536744	0.391251	0.282385	0.303536	0.118692
19	49375649	49379320	+	PPP1R15A	110.465	33.3498	18.6153	17.3997	39.5366	23.5601	30.8843	28.6448	33.9239	30.5666	22.7278	24.5449	42.4799	18.4706
1	204372492	204380946	-	PPP1R15B	70.7489	71.3636	56.1085	127.84	83.0917	72.8556	119.094	98.6079	85.7555	107.203	92.6964	72.2178	173.747	92.0695
8	145703365	145727505	+	PPP1R16A	3.02443	0.21823	0.176098	0.541464	0.207847	0.59504	0.295852	0.139711	0.110264	0.245601	0.173055	0.220692	0.694622	0.000283963
20	37434340	37551668	+	PPP1R16B	7.25122	6.22532	9.74102	3.71087	6.60721	17.5789	6.68064	8.58734	6.53311	7.52902	7.75392	3.89034	7.07191	3.7621
6	30644166	30654985	-	PPP1R18	99.5361	98.8172	78.1717	46.9581	143.881	112.051	72.7916	77.7714	93.5096	167.019	112.862	89.9102	79.2257	92.1233
3	195241224	195270149	-	PPP1R2	14.9377	19.7058	19.7622	38.5941	18.0984	17.8391	29.2073	20.0895	24.7724	18.7401	19.4823	21.4471	43.0209	31.8265
